Unique_ID,Category,Review_text,Date,Email
166242,smartTv,Worst product!!!! Just becz of rain i got water damage!!! And apple service also waste of time !!! Thy don't provide any warranty!!! So be careful not even take it in to rain '! Becz mokka mob âœŒðŸ¼And wifi not working properly bla bla many prob waste of money ðŸ¤·ðŸ»â€â™‚ï¸,26-Jun-24,spkincident@gmail.com
162352,books,Very Good book!,15-Jan-25,spkincident@gmail.com
150653,mobile,"Phone is ok... But there are lot of problems specially in network department.. i use airtel 4g but i bearly get any 4g network,,, it always switch to 3g automatically...internet speed suffers call quantity suffers...i use jio as well and it also faces same problem... Camera hardware is good but lacks clearity.. and i am not even comparing with copitation it is simply bad.... Build is bad.. Vibration callibration is worse.. Auto brightness is worse.. Sound via speakers are bad(low)... I don't think any of these problems could be fixed by ota update.... So think hard befor buying... I can't recommend it.......",20-Apr-24,spkincident@gmail.com
143945,mobile accessories,Nice,1-Jan-25,spkincident@gmail.com
129755,mobile,Good product,3-May-25,spkincident@gmail.com
117159,mobile,Best in the market,21-Mar-25,spkincident@gmail.com
161742,mobile,Value for Money...Best mobile in this range..using from last 2 months...dint face any problem..,21-Apr-24,spkincident@gmail.com
158213,mobile,"The phone really works great, The best thing about this phone is its battery backup which is enough for 2 days of heavy usage!! Pros: Battery backup Camera ( Problem during Low light) processor (superb) Ram User interface Build quality Cons: Low light camera No earphone Include This i got around 8999 and this is really value for money.",7-Aug-24,spkincident@gmail.com
140681,books,Its one of d best stories i have read I have learned 2 things 1. Follow your heart 2. No need to go all over the world when u have your treasure just within you,26-Nov-24,spkincident@gmail.com
131442,books,"Got pirated copy as there was no hologram and quality of print and pages also bad, so returned it.",26-May-25,spkincident@gmail.com
169807,mobile,"redmi 6A, budget smartphone, it is featured with decent camera and screen size, sound quality is good but speakers are at back side which sometimes interrupt your enjoyment while listening music without earphones, battery charges fast but drains also fast, may be it is due to its mediatek procerssor. overall for a light mobile user, it is a best option.",24-Dec-24,spkincident@gmail.com
156689,mobile,Thanks,27-May-25,spkincident@gmail.com
143806,mobile,Nice,29-Apr-25,spkincident@gmail.com
159584,mobile accessories,"This is a very good mobile under 15K. Both Selfi and rear AI Cameras are giving OSM pics. Sound is not high but it's having a decent sound quality. We can play 3D and high animated games without any lags in this mobile. Good Battery backup, lasting for more than 1.5 days.",17-Apr-24,spkincident@gmail.com
113314,smartTv,Ausam product.... Go for it....,10-Dec-24,spkincident@gmail.com
153131,mobile accessories,Rear camera is average. Battery last full day. Under sunlight display little bit dull. Everything else is five star.selfie cam is pro,16-Mar-25,spkincident@gmail.com
153098,mobile,Realme U1 is really an awesome product.This is a mid range phone in terms of performance.Lets have a look at its pros and cons Pros:- 1.Vivid display and water droplet notch. 2.Best screen to body ratio 3.MediaTek Helio P70 SoC performs lag free performance 4.The front 25-megapixel camera captures detailed selfies and rear camera is decent too. 5.Fludic face detection 6.Good audio quality 7.Value for money Cons:- 1.Color OS not so intutive and takes time getting used to even for experienced smartphone users 2.Battery performance 3500 mha though decent but 5000 mha has become segment norm. 3.Average low light camera performance 4.No 4k video recording and video stabilisation 5.Body and screen is fingerprint and smudge magnet Realme U1 is a really value for money product and I credit Amazon for providing me a nice deal on my purchase.I got 3270 for my nearly 18 months old Moto G5 plus and Amazon gave me additional discount of nearly 1600 inr on Amazons special sales day.I got 5156 INR as final cart value.Nearl 10 days have passed and I am satisfied with the overall performance of the phone considering the budget.,8-Jan-25,spkincident@gmail.com
147123,smartTv,Normal use mai battery 3.5 hours nikal deti hai araam se or screen 120hz hone se clear vision milta hai Pubg or gta 5 run without any lag,11-May-24,spkincident@gmail.com
122586,smartTv,Excellent phone,28-Jan-25,spkincident@gmail.com
145383,mobile accessories,Nice phone,1-Jun-24,spkincident@gmail.com
118439,smartTv,"Bought this at a great price during the prime day sale. Had the previous gen full hd fire stick which served me well on my previous smart TV. Bought this to check out the improvements and also to compare it with the native apps on WebOS on my TV. This literally blows away the native apps. Dolby vision, hdr10 works flawlessly. I had my doubts about the wifi since I'm pretty old school and always hardwire stuff. But the AC wifi on this works even better than the wired ethernet connection on my TV. The apps run great and super fast. Lastly and this is my opinion a huge huge win.. Plex. This stick actually plays 4K in plex without transcoding with absolutely no issues. That just sealed the deal for me. Granted you need a pretty beefy pc to do this and mine is, but even then the WebOS plex app used to glitch out every now and then. Tip : Keep the hdr on the stick to adaptive and tweak the dolby vision and hdr settings on your TV separately. Once you nail them right, there's no going back to native apps. Super Duper Impressed!!",25-Mar-25,spkincident@gmail.com
145281,mobile,Nice performance but battery life is very poor,11-Nov-24,spkincident@gmail.com
126976,mobile,Good,25-Apr-25,spkincident@gmail.com
154380,mobile accessories,"Slow fingerprint reader, Front and Back Both Cameras Awesomes and Superb full day battery life after heavy use.",5-Apr-24,spkincident@gmail.com
151570,mobile accessories,Pretty decent phone for this price. It is reliable and lite weight with good quality. Everyone can buy this without any hesitation. You feel good. Stylish Look - 5/5 Camera Quality - 5/5 Battery Life - 4/5 Fingerprint Reader - 5/5,31-Mar-25,spkincident@gmail.com
122786,smartTv,Excellent product,27-Feb-25,spkincident@gmail.com
126628,mobile,Good,4-Mar-24,spkincident@gmail.com
149004,mobile accessories,Only battery,5-Sep-24,spkincident@gmail.com
115270,mobile,Bass is not good. Noise are more and more. After 20 minutes start pain in ear.,6-Dec-24,spkincident@gmail.com
147369,mobile,"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",27-May-24,spkincident@gmail.com
134841,smartTv,"I got it for full price, but if you are ok to wait, look out for sale time. Definitely worth the price.",19-Apr-25,spkincident@gmail.com
126458,mobile,Good,7-Apr-25,spkincident@gmail.com
131805,books,Great book nice delivery good quality and in market u will get it at the price of 169/-,13-Aug-24,spkincident@gmail.com
130105,refrigerator,Good product at best price,15-May-24,spkincident@gmail.com
164612,mobile,Very stylish looking product with a sleek design.The battery backup is very good and a 18w fast charging is superb.Got it for 799 and satisfied,20-Aug-24,spkincident@gmail.com
160325,mobile,This phone is complete package of low cost,21-Mar-24,spkincident@gmail.com
124142,mobile accessories,"First of all I would like to say about the delivery which was too fast, I ordered it on 24/10/19 and got it on 25/10/19. Everything is good,camera quality and battery both are very nice good, but I haven't use the fingerprint sensor till now, so I can't tell anything about that. Anyway, I thanks to Amazon both for the fast delivery and for selling the original and a great product at an unexpecting low price (rupees 7999).",13-Apr-25,spkincident@gmail.com
129580,smartTv,Good product,20-Apr-24,spkincident@gmail.com
148141,mobile accessories,Ok,16-Mar-24,spkincident@gmail.com
129311,mobile accessories,Good phone used from last 3 month no phones,17-Nov-24,spkincident@gmail.com
135114,mobile,"I have been searching through various websites and reviews to buy a mobile in these festive sale I found this in my budget.my priorities are camera and battery.This phone makes me happy in respect of both camera and battery. As an additional advantage performance is too good at this price. I cannot write in depth review about camera as I am novice user,but this phone produces good pictures and video is having image stabilisation",5-Sep-24,spkincident@gmail.com
134994,refrigerator,I had blue color strap but i like black color so went with this product and seriously this is amazing and perfect fit for my holyhigh band. Color looks so awesome with band. Must try if you don't have black strap.,20-Apr-25,spkincident@gmail.com
121510,smartTv,"Every time it shows connected, led light blinks. But can't play music, after disconnecting and reconnecting, 5-6 times, originally it get connected... But product quality is quite good considering the price segment. U can't expect sound quality like JBL or.... But sound is clear, loud ,fine up to 80% volume. Build quality is great....",11-Jan-25,spkincident@gmail.com
117919,mobile,Best smartphone under this price,17-Jun-24,spkincident@gmail.com
166745,mobile accessories,Wow...,13-Aug-24,spkincident@gmail.com
140975,mobile,Itâ€™s worthy...M not at all disappointed,2-May-25,spkincident@gmail.com
155971,mobile accessories,Superb,9-Sep-24,spkincident@gmail.com
115377,smartTv,Battery back initially was good but now itâ€™s bad after few months,13-Aug-24,spkincident@gmail.com
124475,mobile,Frequently gets hang.. Speaker is too bad..,13-Feb-25,spkincident@gmail.com
120301,smartTv,Default in mobile already use by other customer,21-Aug-24,spkincident@gmail.com
150578,mobile,Phone is great. Need better battery life.,14-Oct-24,spkincident@gmail.com
169158,mobile,nice,1-Sep-24,spkincident@gmail.com
134346,mobile,"I bought this phone because of it's battery life , but display and performance of the phone is also very good with 4gb ram. Little disappointed with built quality. Cheap plastic used fit and finishs are fine. Upper body vibrates while using primary speaker at full volume because of plastic body. Display may broke if mobile falls from hand in normal conditions because of battery size and its weight. I would suggest to buy hard case for better safety instead of flexible silicone cases. At this price its good deal.",3-May-25,spkincident@gmail.com
144230,mobile accessories,Nice,28-Aug-24,spkincident@gmail.com
120883,mobile,Don't buy,25-Dec-24,spkincident@gmail.com
148401,mobile,Ok,24-Sep-24,spkincident@gmail.com
151155,mobile,Picture quality is very very nice,24-Nov-24,spkincident@gmail.com
119647,mobile,"Canara is good not excellent, battery life and finger print reader very good",1-Apr-25,spkincident@gmail.com
146143,smartTv,Nice product by sanyo my recommendation for new purchase,3-Apr-25,spkincident@gmail.com
158241,mobile,The phone was not getting power on.. I have returned the product the next day of delivery... But they are not responding back still today Don't purchase iPhone on Amazon please...,27-Aug-24,spkincident@gmail.com
134677,mobile accessories,"I dont know whether is it product defect or not , hearing positive review i purchased this phone on 20Feb . From Day1 (First Boot) itself the phone hangs , Camera takes it own time to open and forget PUBG on it . Has Anyone Issued Same Problem>",6-Mar-25,spkincident@gmail.com
149226,mobile accessories,"Osm product,, i just loved it noice cancelation is good but the sound quality is too good and the bass is osmm ðŸ¤© Bluetooth connectivity is very fast,, Battery backup is also good and the product is beyond my expectations ðŸ¤— I just loved itt",27-Dec-24,spkincident@gmail.com
149246,mobile accessories,Ossssm,22-Jun-24,spkincident@gmail.com
170125,mobile,the worst phone.. if anbody planning to buy this plz contact me i will give you in 5-6k. qki is phone ki asli aukaat yhi hai. mi a1 is phone ka baap tha. i also bought mi a1 that was awesome super phone from mi,28-May-24,spkincident@gmail.com
170545,mobile accessories,well nothing more to say. it's iphone bois...,6-Jan-25,spkincident@gmail.com
114696,mobile,Awesome products and good rate in money. Offer in sell nice,9-May-25,spkincident@gmail.com
147982,refrigerator,"Now 2 years for product, band working properly",21-May-25,spkincident@gmail.com
169498,mobile,okay but not value for money. Touch is so sensitive that it automatically dials or open apps.,9-Nov-24,spkincident@gmail.com
112710,mobile,"Amazon service is very poor. being a prime customer they took 4 days to deliver the product. After receiving the product i checked it immediately. Being a defective product this cell phone didn't turn on. I exchanged this with my old Moto one power, right now i don't have any cell phone with me. After taking exchange of my old phone and full payment they are not responding properly. they are taking loots of time to solve the issue. I will look for one day and file the complaint in consumer court.",27-Aug-24,spkincident@gmail.com
163022,books,Very good book with excellent Packing.perfect delivery. Go for it guys.,28-Jul-24,spkincident@gmail.com
160067,mobile accessories,This is very good phone instead of going for chinese lcd display and poor cameras despite mentioning several mega pixels photos are poor.Go for samsung brand I feel very happy with this phone.,28-Feb-25,spkincident@gmail.com
112590,mobile accessories,"Amazing super Amoled display and jumbo battery backup are the key attraction of M30s. Various features like recycle bin , anazing camera quality, etc are also but also lacks the three finger screenshot feature and screen recording which are very handy. All in all , best phone at this price . ( I've bought for 11600 after every possible offer :) )",8-May-25,spkincident@gmail.com
150094,mobile accessories,Perfect built and smooth functioning. Camera quality and battery life is awesome,9-Sep-24,spkincident@gmail.com
166110,mobile,"Worst mobile, dnt support many apps, n functioning is irritating, fed up of this mobile, money waste. Worst among all Mi product. Using MI mobile form past many years. Morning than 10 mobile purchased. But this disappointedðŸ˜Ÿ",18-Nov-24,spkincident@gmail.com
121259,smartTv,Earphones are not that good. doesnâ€™t define apple,15-Nov-24,spkincident@gmail.com
122414,smartTv,"Excellent camera, and nothing else is new, and obviously the processor and speed is good.",15-Jun-24,spkincident@gmail.com
156795,smartTv,Thats really a great phone .. i would love to buy it,5-Mar-25,spkincident@gmail.com
114101,mobile,Awesome image quality very supred,5-Feb-25,spkincident@gmail.com
133699,refrigerator,I am happy to but this product.,30-Oct-24,spkincident@gmail.com
135369,mobile,"I have owned several brands since 1999 from pencil box shaped nokia and samsung phones to the fancy iphone X, but the M30 is by far the best purchase. The quality of features you get for the money is unbelievable. Highly recommend this phone. Pros Display quality and big screen Battery life Camera Cons Just a little lag but nothing significant Just go for it",10-Aug-24,spkincident@gmail.com
152172,mobile,Product not good price is very hike,27-Apr-24,spkincident@gmail.com
115873,mobile accessories,Battery life is less than a day. Phone is other wise good.,7-Mar-24,spkincident@gmail.com
132099,mobile accessories,Great phone at this price range....,10-Jun-24,spkincident@gmail.com
169176,mobile,nice,12-Aug-24,spkincident@gmail.com
157849,smartTv,"The on board OS could have been better. Better tuned hardware could have avoided the long boot up time. Other than that, a good buy. Tripping on 60fps 4k's like no tomorrow. P.s. Should have had the option to install more streaming apps. Certain apps have been blocked from the play store. Eg. Prime.",29-Oct-24,spkincident@gmail.com
158086,mobile accessories,The phone is great for the price. More so because of the additional discounts received during the sale.,10-Jan-25,spkincident@gmail.com
138409,smartTv,"It is a OK product though works slow after 2 month, all features of remote don't work.",15-Aug-24,spkincident@gmail.com
114651,smartTv,Awesome product. But needs to be plugged in to charge all time. I thought it will be usable without the plug in as well. Otherwise good product,9-Mar-25,spkincident@gmail.com
139885,mobile accessories,It's my second purchase for my family members. It's best budget phone good camera good look and good battery life.,30-Jun-24,spkincident@gmail.com
169956,mobile,super,7-Apr-24,spkincident@gmail.com
162531,mobile,Very bad phone color os was very very bad only for selfie lovers other person's please don't buy,9-Jun-24,spkincident@gmail.com
132859,mobile,Happy to buy after 6s plus,17-Apr-25,spkincident@gmail.com
142830,mobile accessories,Mic quality is very bad you have to hold mic near your lips otherwise you will not audible to opposite person Insted of this Boat headphones are better which cost 400 only,4-Apr-24,spkincident@gmail.com
133406,mobile accessories,Honor 8x all feature is the best services My faverite phn Mast look,10-Apr-24,spkincident@gmail.com
160792,mobile,Though a little expensive but the quality of the cable is top notch. Useful to keep with you .,6-Mar-25,spkincident@gmail.com
136984,books,"I used to watch Sadhguru videos on youtube. The similar kind of portion is covered in the book, but in brief way. It is like manual which can help you to understand yourself better and better. It is a masterpiece one can say, but this book has confused me a lot. The book has lots of things one can implement, but it is not easy to change someone's perspective to see the life. Its useless if you just read some book for your knowledge and do nothing about it.",12-Sep-24,spkincident@gmail.com
143244,books,Must read,2-Jan-25,spkincident@gmail.com
154806,mobile,Sound clarity and noise cancellation is nice but base is not there,31-Oct-24,spkincident@gmail.com
139913,mobile accessories,It's nice. But needs more battery back up.,8-Jun-24,spkincident@gmail.com
134501,mobile,I can say . . Value for money I got this @ Rs.7600/- 1.Screen resolution is not good. 2.Sound quality is not good . 3.A bit heavy . 4.Day light photographs are good but low light or night photographs are very poor. 5. Battery is outstanding 6. Wide angle is good 7.Ringtones are low,4-Sep-24,spkincident@gmail.com
132331,refrigerator,Great product for home.... itâ€™s running perfect on Inverter,11-Mar-25,spkincident@gmail.com
137184,mobile,"I wasn't really into ""Mi"" brand but after using this product I have changed my mind and this one's really good. I charge my Nokia 7 Plus (3800 mAh) and still I can see 50-75% battery left and build of product is incredible, it feels so solid in hand and easy to carry. As well I charged my iPad pro 2017 fully using it. The fast charge output is so good it charges nearly same as the dash/ fast/turbo chargers that come with the phone. Overall thumbs up",10-Apr-24,spkincident@gmail.com
133087,smartTv,Hell product,10-Feb-25,spkincident@gmail.com
147183,smartTv,"Not a good product, I am facing many time some problem, at present screen looks dull & color changes! I have doubt how online purchased IPhone not looks smart?",1-Dec-24,spkincident@gmail.com
158810,smartTv,"The sound quality is very poor. Not only that, Always gets a hissing and cracking sound when any music plays. I am using it for 2 years now. The wires got worn out in 6 months. As I don't need this frequently just fixed the worn out wire to charge and aux input. So overall the quality of the speaker is very poor.",14-May-24,spkincident@gmail.com
140922,mobile accessories,Itâ€™s just super phone...â€™â€™â€™â€™,23-Jun-24,spkincident@gmail.com
159977,mobile,This is the best powerbank which I have every used. Little bulky so you need to keep it in your hand or your bag but can charge one phone for 3-4 times. And charges very fast. Highly recommend it.,6-Apr-24,spkincident@gmail.com
149240,mobile accessories,Osome wowwwww,9-Dec-24,spkincident@gmail.com
146491,smartTv,"Nice sound quality for its size, easy to use and easy to carry anywhere in your pocket.",5-Dec-24,spkincident@gmail.com
160305,mobile accessories,"This phone is automatically off. And not on a long time. I had complained against this issue but amazon not responded properly and just time pass with me. Now my returning date is over and no one pick my phone from amazon. This faulty phone is wastage for mine. I am surprised that like amazon, amazon not resolved my issue.",23-May-24,spkincident@gmail.com
170373,books,very good book,25-Dec-24,spkincident@gmail.com
170766,mobile accessories,ðŸ‘,21-Mar-25,spkincident@gmail.com
131608,mobile,Great,5-May-24,spkincident@gmail.com
145618,mobile,Nice phone is price segment RS 7500,5-Aug-24,spkincident@gmail.com
135199,mobile,I have been using this power bank for over a year and am satisfied with its performance.,27-Feb-25,spkincident@gmail.com
164118,mobile accessories,Very nice i like it. The screen is big and so comfortable,29-Mar-25,spkincident@gmail.com
168619,smartTv,i love this,24-Apr-25,spkincident@gmail.com
142320,books,Lovely read,28-Apr-24,spkincident@gmail.com
143956,mobile,Nice,1-May-24,spkincident@gmail.com
149171,mobile,Original review has been removed by Amazon The same review is the process of being escalated to Jeff Bezos and Tim Cook,31-May-25,spkincident@gmail.com
151375,smartTv,"Poor Packaging by Amazon But great product , awesome sound and Bass in 1room Great build quality (aluminum body) Chota packet bada dhamakaðŸ˜ðŸ˜ Best in under 600 rupee",27-Sep-24,spkincident@gmail.com
162875,mobile,Very good,11-Mar-25,spkincident@gmail.com
161658,mobile accessories,V good,2-Sep-24,spkincident@gmail.com
142444,mobile accessories,"M20 is better for This Price....But charging problem is big issue.. 1st week full charging time is 2 hr 30 min 2nd week full charging time is around 4 to 5 hr... I am shocked I am very happy because finally i am not buying china mobile....Like mi, realme, oppo, vivo. Better than this brand.... Good Buy....",2-Dec-24,spkincident@gmail.com
168884,smartTv,its a very good low budget phone having 32mp selfie camera and all other moderTs fratures.. Expect 4000 mah battery it's 3000 mah ... 17-18 hrs in one charge,18-Nov-24,spkincident@gmail.com
122171,mobile accessories,Excellent,26-Jun-24,spkincident@gmail.com
159395,mobile,"This device has a lot of issues. The network reception is pretty weak. Touch is also poor and every now and then you keep coming across issues, the proximity sensor for example. It just doesn't work properly.",29-Mar-24,spkincident@gmail.com
151986,smartTv,Product is good. But delivery is gurenteed to be on Monday but delayed to Tuesday.,14-Oct-24,spkincident@gmail.com
147605,smartTv,"Not satisfied with the product. Communication is not proper. Very difficult to hear voices to callers, very low voice heard. Need to resolve this issue.",21-Feb-25,spkincident@gmail.com
129031,mobile,Good phone,27-Apr-24,spkincident@gmail.com
135629,mobile accessories,I like,8-Nov-24,spkincident@gmail.com
146590,smartTv,Nice ðŸ˜Ž phone ðŸ“±better sounds quality and good photos batteryðŸ”‹ life ok,7-Apr-24,spkincident@gmail.com
166062,mobile accessories,Worst experience and bad product. Even for 1st boot its not loading and in boot loop for hours. With 3-4 attempts of force restart its still stuck. Samsung have it in DNA to be bad production quality and over the top it was sent in a normal Amazon polybag packaging in place of bubble protective package and wonderfully kept under pile of 50-60 items in the rug bag of the delivery person.,18-Sep-24,spkincident@gmail.com
127764,mobile,Good battery life. Weight is very light. Camera could have been better.,13-Aug-24,spkincident@gmail.com
152247,smartTv,"Product was delivered in time. Excellent case provided by JBL in terms of packaging itself. Although expensive, the product quality and sound is too good. The sound doesnâ€™t faulter at high volume. Bluetooth connectivity is very good too. The depth of the sound and bass is awesome compared to other similar products of various brands. Surround sound effect is also great!! Havenâ€™t tasted the water resistant ability. Battery life is sincerely good. Mic for the phone isnâ€™t good. This review is for this product which is almost a couple months old with me.",5-May-24,spkincident@gmail.com
142539,mobile accessories,Main Problem is when we make a call there is a icon in which there is a options for hold and mute button very close to ear piece so many times Hold option started automatically while talking with someone.... So please update your software and give these options at the bottom or near by dialing box.... But phone is very good and it's all features are running very fast... Thanks,22-May-25,spkincident@gmail.com
110970,mobile accessories,"A very well balanced phone, it is very practical and with ColorOS 6 it has got much better than ever.",7-May-24,spkincident@gmail.com
166979,smartTv,"You can't ask for more under 2k. Amazing speakers from JBL. Got mine in teal blue, looks damn good and sounds damn good. Charge stays for pretty long as well.",30-Oct-24,spkincident@gmail.com
135895,mobile,"I like the way the phone is charging, very fast. I dislike that the phone is sometimes operate very slow and 1 week ago my all data has been automatically deleted by automatically booting, due to which I lost my all the photos and important data.",28-Oct-24,spkincident@gmail.com
153840,mobile,Satisfied,8-Nov-24,spkincident@gmail.com
125873,mobile,Good,12-Nov-24,spkincident@gmail.com
136534,smartTv,"I purchased it before 6 month but i am facing problem of Youtube it is not being open showing out of date when i am trying to update it playstore showing your device is incompatible and also i cannot install youtube manually, showing not installed.",11-Apr-24,spkincident@gmail.com
142034,mobile accessories,Looks and features are good,29-May-24,spkincident@gmail.com
118123,mobile,Bettery failed,13-May-25,spkincident@gmail.com
148753,books,One of the best books,23-Sep-24,spkincident@gmail.com
114248,mobile,Awesome phone,13-Oct-24,spkincident@gmail.com
165863,mobile accessories,"Working very smoothly,as i used mostly all mobiles ,but this phone finger sensor is very sensitive. Battery is outstanding even i addicted with high memory games,but this device help me to win these games by use very comfortably. There is no doubt for screen quality in samsung phone, its above my expectation. I am not camera lover,so i am not able to compare camera,but uptill now whenever i took selfie of pic, its quality is better in zoom also. Only thing i want to share about it is that, please take care of screen of your phone if purchase, unfortunately my M30 slips from my hand and display broken,but still it is working as smooth as before.",4-Mar-25,spkincident@gmail.com
142386,smartTv,Low price and very nice phone,31-Mar-25,spkincident@gmail.com
153861,mobile,Satisfied with MI product which I expected.100% charging on 2 hour.no heating and hang problem.value for money.,1-Apr-25,spkincident@gmail.com
139438,mobile,It's a very worst product .. it's automatically switch off and switch on and I complained about the problems to Amazon service centre but I didn't get service by the Amazon ..they refused to return the product,27-Apr-25,spkincident@gmail.com
114650,refrigerator,Awesome product. But it is bit small compared to hrx band2 which i was using.,1-Sep-24,spkincident@gmail.com
139361,mobile accessories,"It's a nice product but camera quality could be much better ....battery backup is gud ...storage is also good ...screen resolution is also away better than other fones.Also having many advanced features like one hand mode,also split screen...but sometime it doesn't sense ur finger touch that's a difficulty but sometimes only",11-Sep-24,spkincident@gmail.com
112399,mobile,Amazing phone. This is my first iPhone. Face ID is great. iOS is superb. Overall my decision to buy XR instead of X/XS proved to be good.,20-Mar-24,spkincident@gmail.com
153960,mobile accessories,Screen mirroring NA,8-Dec-24,spkincident@gmail.com
131402,smartTv,Got it in INR 599. Only bad thing is Amazon's packing for this product. Sound quality is just awesome. Perfect match of treble n bass. Colour is also soothing. Recommendable to everyone.,27-Jan-25,spkincident@gmail.com
147845,mobile,Nothing,4-Jan-25,spkincident@gmail.com
168956,mobile,its very nice phone,30-May-24,spkincident@gmail.com
142221,mobile accessories,"Loved everything overall except that, the battery life sucks. PS: go for a newer version if you can afford",9-May-25,spkincident@gmail.com
118459,mobile,Bought this in flash sale when mobile was released. Been using for more than 8 months! Battery is pathetic since it doesn't last even 10 hours after full charge with 4G being intermittently on!,11-Oct-24,spkincident@gmail.com
131650,mobile,Great,25-Jan-25,spkincident@gmail.com
142629,books,Masterpiece to master your surroundings.,9-Apr-24,spkincident@gmail.com
141217,smartTv,Just heavenly sound quality. Great delivery service by amazon.,14-Jan-25,spkincident@gmail.com
125310,mobile,Good,10-Mar-25,spkincident@gmail.com
129203,mobile accessories,Good phone camera quality are decent performance was nice but the fingerprint or some tym not work properly but overall phone is great and performance was nice & good battery life I like the phone in this price segment..its best worth their quality & performance,6-Apr-24,spkincident@gmail.com
